Satisfaction,Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Arrival Delay in Minutes,Female,Male,Disloyal Customer,Loyal Customer,Business Travel,Personal Travel,Business,Eco,Eco Plus
0,70,1625,5,3,5,4,4,5,4,4,4,1,3,1,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,36,2154,2,1,2,3,1,2,1,1,1,3,3,2,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,75,703,3,3,3,3,3,5,3,5,5,5,5,5,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,37,1885,4,4,4,3,5,4,5,5,3,2,1,5,1,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,50,204,3,4,4,4,4,4,4,2,2,2,3,2,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,8,2413,2,4,2,3,3,2,3,3,3,3,5,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,68,1833,3,5,3,1,3,3,3,3,3,4,4,5,4,3,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,24,3056,2,2,2,5,4,2,5,4,4,3,4,3,5,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,48,3469,3,5,3,3,5,5,5,5,5,5,5,5,5,5,299.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,39,2975,4,3,3,2,2,3,2,2,3,4,4,3,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,38,2029,1,1,5,1,1,1,1,1,4,3,3,3,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,28,2061,3,3,3,3,4,4,4,4,4,5,4,4,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,382,4,1,4,4,3,4,5,5,5,5,5,3,5,4,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,1036,5,2,5,5,5,4,5,4,4,4,4,3,4,5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,1986,2,5,2,5,4,2,4,4,3,2,4,5,5,4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,36,1470,3,3,3,2,2,3,2,2,5,5,5,3,5,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,56,1459,5,2,4,2,5,5,5,5,1,5,4,5,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,31,2788,1,2,3,3,1,1,1,1,1,1,4,1,3,1,45.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,11,2123,2,4,2,4,5,2,5,5,5,4,4,1,4,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,53,635,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,60,921,4,4,4,4,4,5,5,4,4,4,4,5,4,5,14.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,40,2258,3,3,3,3,2,3,2,2,1,5,4,2,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22,2249,4,0,4,2,5,4,5,5,4,3,5,4,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,44,3429,2,2,2,2,1,3,3,3,3,3,2,4,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,40,3009,3,5,3,4,1,3,1,1,4,5,5,4,5,1,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,27,1103,4,4,4,3,3,4,3,3,4,3,4,5,4,3,21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,55,1017,1,5,1,1,3,1,4,3,1,4,4,5,2,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,35,1422,1,1,1,1,5,5,5,5,5,3,5,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,49,3265,4,4,4,4,5,4,4,3,3,4,3,4,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,55,435,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,3763,3,1,1,1,3,4,4,3,3,3,3,3,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,50,2843,4,3,3,4,5,4,3,5,4,2,5,5,5,5,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,38,2788,1,4,4,4,5,3,3,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,44,2576,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,69,1428,0,1,0,4,4,0,4,4,4,4,3,2,3,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,36,112,1,4,5,5,1,3,4,4,4,4,1,2,4,4,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,24,1839,3,4,4,2,4,4,4,4,5,2,4,3,5,4,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,44,1852,1,5,0,4,5,0,2,5,4,5,5,5,4,5,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,29,4962,2,2,2,2,2,2,2,2,2,2,3,1,4,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,45,3100,1,0,0,4,2,4,3,5,5,0,5,2,5,3,25.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,4919,0,3,0,1,3,3,3,3,2,4,1,1,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,2379,2,2,2,3,1,2,1,1,1,3,1,5,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,35,1800,2,0,3,2,5,3,4,5,5,4,5,5,4,5,35.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,57,1987,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,18,2506,3,4,3,3,5,3,5,5,3,2,4,3,4,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,18,1144,5,4,5,4,5,5,2,5,3,4,5,3,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,32,2005,3,0,3,5,5,3,5,5,5,4,1,5,4,5,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,33,1903,4,4,4,4,5,4,5,5,1,3,3,3,4,5,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,30,1766,1,1,1,4,3,1,3,3,2,2,3,3,3,3,86.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,68,333,2,1,1,1,5,4,3,2,2,2,2,2,2,3,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,20,2148,2,4,2,4,2,2,2,2,1,4,4,1,4,2,72.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,41,60,0,5,0,2,4,4,4,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,51,2459,1,5,1,4,2,1,2,2,4,5,3,3,4,2,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,3423,2,3,3,3,2,2,2,2,1,4,3,4,4,2,10.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,14,1254,3,4,3,5,4,3,4,4,5,4,4,5,4,4,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,29,1800,1,3,4,4,1,2,1,1,3,3,4,3,4,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,10,1304,3,1,3,3,1,3,4,1,4,3,4,1,3,1,32.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,22,2094,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,35,2130,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,37,324,0,0,0,5,2,4,5,3,3,3,3,5,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,43,1731,5,1,2,2,1,3,4,5,5,4,5,2,5,2,38.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,52,1596,2,3,3,3,2,2,2,2,3,3,4,1,4,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,24,1177,3,2,2,2,3,3,2,3,2,1,4,1,4,3,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,69,2349,1,1,1,1,1,3,4,1,1,1,1,1,1,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,31,1803,5,5,5,5,3,3,3,3,3,2,4,3,1,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,33,2359,0,2,0,3,3,0,4,3,2,1,4,4,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,55,2158,2,3,3,3,3,4,3,2,2,2,2,1,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,2521,1,1,1,1,5,4,5,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,53,609,5,5,5,5,3,5,5,4,4,4,4,3,4,3,64.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,327,5,4,5,3,3,4,5,5,5,5,5,1,5,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,57,2237,3,4,4,2,5,4,5,5,4,4,5,5,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,2744,2,2,2,3,1,2,1,1,3,3,3,2,3,1,46.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,19,4063,4,4,4,4,5,4,5,5,2,3,3,4,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,9,2009,4,4,5,1,5,5,5,5,3,2,5,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,68,1752,3,4,3,4,3,3,2,3,4,3,5,4,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,57,3625,5,5,5,5,3,4,5,5,5,5,5,4,5,5,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,26,3087,2,1,1,1,2,2,2,2,1,4,2,1,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,601,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,56,223,0,4,0,3,4,5,4,4,4,4,4,5,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,3077,1,1,1,1,2,4,5,3,3,3,3,3,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,1964,2,5,2,2,2,3,2,2,4,1,4,2,4,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,23,1701,5,5,5,5,4,4,5,5,5,5,4,3,5,4,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,24,1215,3,2,3,3,3,3,3,3,4,1,4,4,3,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,27,2843,2,2,2,2,3,2,3,3,4,3,4,4,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,26,2842,1,1,1,5,1,1,1,1,5,3,4,5,4,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,24,2622,3,1,1,1,3,3,1,3,2,3,4,3,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,15,2143,1,0,0,5,5,0,5,5,4,4,5,5,5,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,33,1630,2,5,2,4,4,2,4,4,3,3,5,4,4,4,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,39,1609,5,1,5,5,2,3,5,2,2,2,2,5,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,46,3180,0,0,0,3,4,5,4,2,2,2,2,4,2,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,4031,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,65,962,1,1,1,1,3,3,3,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,43,3594,3,3,3,3,2,5,1,3,3,3,3,4,3,1,102.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,23,3160,1,3,3,3,1,2,1,1,1,4,2,2,4,1,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,10,1365,3,1,3,3,4,5,4,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,52,3351,0,0,0,2,5,4,5,5,5,5,5,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,45,930,1,1,1,1,5,5,5,4,4,4,4,3,4,4,9.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,63,2592,2,3,2,3,4,2,4,4,5,2,1,4,1,4,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,60,1606,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,1651,3,3,3,3,3,4,3,3,1,4,2,1,2,3,110.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,39,1859,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,61,1454,5,3,3,3,3,3,1,5,5,5,5,3,5,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,30,1978,2,2,2,2,3,2,3,3,3,1,3,2,3,3,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,53,194,2,2,2,2,4,5,2,2,2,2,2,1,2,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,24,1758,5,0,5,1,2,5,2,2,3,2,5,3,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,54,2175,4,4,4,4,4,4,4,3,3,3,3,5,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,42,667,1,3,1,3,2,3,4,1,1,1,1,4,1,4,15.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,57,867,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,22,1125,5,0,5,3,4,5,4,4,4,5,4,3,4,4,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,35,1833,1,3,3,3,1,2,1,1,4,1,2,4,5,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,25,2079,5,5,5,5,5,4,5,5,4,3,5,4,4,5,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,11,2282,2,2,2,2,3,4,4,4,4,4,4,5,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,30,2540,1,5,1,3,3,1,3,3,4,5,5,4,4,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,47,325,1,1,1,1,3,4,5,5,5,4,5,5,5,5,70.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,36,1819,4,3,3,3,4,4,4,4,4,5,3,4,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,23,2862,1,1,1,4,4,1,5,4,4,2,4,3,5,4,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,69,90,4,4,4,3,1,3,4,3,3,4,3,4,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,41,2039,3,3,5,5,3,2,3,3,3,3,3,2,3,4,17.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,54,1600,3,3,3,3,4,3,3,3,3,3,3,2,3,3,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,24,2074,5,0,5,4,3,5,3,3,3,2,5,5,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,23,1373,5,3,5,3,2,5,2,2,1,2,4,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,43,984,4,4,4,4,4,4,4,4,4,4,4,1,4,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,30,1728,3,5,3,4,3,3,3,3,3,4,5,4,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,11,2825,4,5,5,3,2,5,2,2,5,3,4,5,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25,1971,3,0,3,1,5,3,5,5,5,4,4,4,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,28,5396,1,3,3,3,1,1,1,1,1,5,4,3,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,40,3012,5,5,5,5,5,4,4,5,5,5,4,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,51,2620,1,1,2,1,1,3,5,4,4,4,4,5,4,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,67,1647,3,1,1,1,3,2,2,3,3,3,3,3,3,2,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,31,2972,4,1,1,1,4,4,4,2,5,4,4,4,4,4,152.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,45,576,1,1,1,1,5,4,3,3,3,4,3,2,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,49,2634,4,5,4,1,5,4,5,5,5,4,4,4,5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,8,2959,2,4,2,1,3,2,3,3,4,4,3,5,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,32,2134,4,1,1,1,4,4,4,4,2,2,4,2,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,7,1080,5,2,2,2,1,3,5,5,5,5,5,4,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,23,2478,3,3,3,3,4,4,4,4,5,1,4,3,1,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,34,1985,3,0,4,3,3,4,3,3,4,5,1,1,5,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,58,2834,3,1,3,4,2,3,2,2,4,2,4,1,3,2,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,32,1804,3,3,3,3,5,3,5,5,4,1,3,4,3,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,57,2706,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,33,320,2,2,2,2,3,4,5,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,2735,0,0,0,2,2,0,1,2,1,1,5,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,35,2508,1,2,2,3,4,2,4,4,3,4,3,1,4,4,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,65,1631,4,4,4,5,4,4,4,4,5,4,5,5,5,4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,32,3366,1,0,0,3,4,0,4,4,1,5,4,3,3,4,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,38,2430,5,4,2,4,5,5,5,5,5,5,1,1,2,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,44,3916,2,2,2,2,2,4,5,4,4,3,4,3,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,36,2334,2,2,2,2,2,2,2,2,3,3,5,5,4,2,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,60,81,4,4,1,4,5,4,5,4,4,4,4,5,4,3,73.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,7,1453,3,4,3,3,2,3,1,2,3,2,5,5,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,45,1285,4,4,4,1,4,4,4,4,4,3,4,5,5,4,27.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,21,2667,2,1,1,3,2,1,4,2,3,5,3,3,3,2,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,20,1673,5,5,4,5,3,5,1,2,2,2,2,4,2,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,13,2864,1,3,1,5,5,1,5,5,3,3,1,1,1,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,52,1761,4,4,4,4,5,3,5,5,5,5,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,3341,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,47,2073,0,0,0,4,4,5,4,2,2,2,2,2,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,12,2789,4,4,4,3,4,4,4,4,2,5,2,1,3,4,31.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,15,2011,1,1,1,1,5,5,5,5,3,4,4,3,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,20,2386,2,5,2,1,5,2,5,5,5,3,4,3,4,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,50,1489,3,3,3,3,3,3,3,3,3,2,2,2,1,3,47.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,26,2856,3,1,1,1,3,3,1,3,4,2,3,4,3,3,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,48,2353,1,1,3,1,1,1,1,1,2,3,3,1,3,1,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,22,1461,1,4,1,2,2,1,2,2,4,3,1,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,41,1715,1,1,1,1,4,4,4,5,5,5,5,4,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,65,2016,2,5,2,1,2,5,5,3,5,1,5,5,3,5,157.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,3117,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,62,2603,4,5,4,3,4,4,2,4,4,2,4,3,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,2784,1,1,1,4,1,1,1,1,2,4,4,4,4,1,114.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,60,646,5,0,5,4,2,5,2,2,5,5,4,4,4,2,27.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,58,3788,5,5,5,5,2,4,4,5,5,5,5,3,5,4,9.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,893,5,5,5,2,3,5,4,4,4,5,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,42,2103,5,3,3,3,5,5,5,5,3,4,1,3,4,5,27.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,51,2538,3,3,3,3,3,5,5,3,3,2,3,3,3,3,14.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,56,2112,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,65,3559,3,4,4,4,1,3,2,3,3,3,3,4,3,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,41,2441,1,1,1,1,1,1,1,1,2,3,3,3,4,1,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,27,3116,1,1,1,1,4,4,4,4,5,2,1,4,1,4,87.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,70,773,5,5,2,5,5,4,5,4,4,4,4,3,4,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,23,2498,3,3,3,4,5,3,4,5,4,4,3,4,3,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,13,1394,2,5,4,3,1,4,1,1,5,5,4,3,4,1,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,1281,0,0,0,4,5,0,5,5,1,1,5,5,3,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,31,3019,4,4,4,3,3,4,3,3,3,4,5,5,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,29,1818,2,2,2,3,2,2,2,2,3,1,4,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
